job title,company_name,company_size,company_type,role,industry,experience_level,location,job type,technologies,likes,dislikes,hearts,url,description
Web開発エンジニア / モバイル/アプリサービス,株式会社 Act9,N/A,N/A,N/A,N/A,N/A,"Minato City, Japan",Full-time,"['php', 'ruby', 'xml']",0,0,0,https://stackoverflow.com/jobs/318053/web%E9%96%8B%E7%99%BA%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%8B%E3%82%A2-%E3%83%A2%E3%83%90%E3%82%A4%E3%83%AB-%E3%82%A2%E3%83%97%E3%83%AA%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9-%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE-act9,"   【自分の力をスタートアップで試したい方】自社内での新規ソーシャルゲーム開発をお任せします! [想定年収(給与詳細)] 400~700万円 ※ご経験・スキル・前職年収を考慮して決定いたします。  試用期間:3ヵ月(条件等は変わりません) 給与改定:年2回 賞与:年2回  [仕事内容] PHPを用いたWebアプリケーションの開発/保守、主に新規ソーシャルゲームのシステム開発を担当して頂きます。  【具体的には】  新規サービス・新機能  ・要求分析・要件定義から設計 ・実装、テスト、システムの実稼働  既存サービス  ・再設計、機能追加・運用  その他(スキルによってお願いします)  ・インフラ基盤周りの保守 ・管理ツールの作成  【やりがい】 ・新規ソーシャルゲーム開発として、社内で開発を行いますので、 「どんなゲームが面白いか」、「ユーザーがより面白いと思うものは何か」を考え 提案することが出来ます。そしてそれを自身で実現出来る場所でもあります。 ・ゲームという特性から高トラフィック環境下でのサービス提供やスピード感のある アジャイル開発など、通常のWebアプリケーション開発では経験できない、 大変ですがやりがいのある仕事に携わることも出来ます。 ・若くまだまだスタートアップの会社なので、自分が関わる裁量/影響力の範囲が 広さを感じることができます。  【社内の雰囲気】 ・平均年齢26.7歳の弊社は同年代のメンバーが多いためとてもフラットな雰囲気です。 ・社員旅行やバーベキュー、社内パーティーでの人狼ゲームなどのイベントも開催しております。 ・最近では代表が主導となり麻雀部が結成されましたので、ソーシャルゲームだけでなく 遊ぶこと全般が好きな方には働きやすい環境となっています。  【開発環境】 言語:PHP、C#、Ruby、Go、Lua DB:MySQL OS:Linux、Windows、Mac 他:H2O、Nginx、Apache、Redis、Fluentd、Haproxy、Unity [利用技術など] SQL, PHP,Ruby,Java,XML,Python,Go,Unity [応募資格] 【必須要件】  C#、Java、PHP、Ruby、Pythonいずれかの言語を用いた Webアプリケーションの開発経験  【歓迎要件】  Linux、Unix、HTTP、XML、およびSQL/RDBMSに関する知識・経験  ソーシャルゲーム/スマートフォンアプリ/オンラインゲームの開発経験  モバイル/ゲームサイトのWebアプリケーション構築・運用経験  コンシューマーゲームの開発、オンラインゲームの構築・運用経験  高速化に関する知識  大規模トラフィックに耐えうるシステムの構築経験  アジャイル/スクラム開発経験  KVSを用いたシステムの構築経験  【求める人物像】  失敗を恐れず先に進める方  できない理由ではなく、どうしたらできるかを考え、それを行動に繋げている方  物事に対して前向きに、本気で取り組める方  本気で仕事をし、本気でバカになるメリハリを大切にしている方  現状に甘んじず、常に最善策を考えている方 [募集背景] 新規ソーシャルゲーム開発案件への取り組みを強化するために、PHPエンジニアの積極採用を行っております。ご興味をお持ちいただけましたら、是非ご応募ください。 [この仕事で得られるもの]  自ら考え・提案したアイディアを自分の手で作れる楽しさ マネジメントスキル ベンチャー企業での成長体験 会社の成長に伴う組織づくりのプロセス体験  [待遇・福利厚生] 【保険】  各種社会保険完備  【諸手当】  交通費支給(上限30,000円) 近隣住宅手当  【福利厚生】  MVP賞(月間) ランチ代支給(10,000円/月) 書籍購入代金全額支給 セミナー受講料補助 リフレッシュ休暇・支給金  [休日/休暇] 完全週休2日制(土・日)、祝日、年末年始休暇、年次有給休暇、介護・育児休暇、特別休暇等 [選考プロセス] (1)書類選考 (2)個別面接　案件担当責任者との面接 (3)最終面接　代表との面接 (4)内定 ※上記は変更となる可能性もございます。 ※ご希望によっては(2), (3)を同日に行うことも可能です。 ※面接日時は遅めの時間・お休みの日でも調整いたします。お気軽にご相談ください。 [事業内容] ソーシャルゲームコンテンツ開発・企画事業 ソーシャルゲームコンサルティング事業  [企業・求人概要] ゲーム開発およびゲーム開発会社に対するコンサルティングを手がける。 主にDMMプラットフォームにおいてコンサルティング・開発を手がけた。当座こうした協業での開発を続け、人材や資金を確保し会社としての体力をつけたところでいよいよ自社オリジナルのタイトルにチャレンジする。  コンサルティング事業は、大手から設立間もないベンチャーまで10社ほどのクライアントと契約。ダウントレンドに陥ったタイトルをV字回復させるなどの実績を残す。  ゲーム業界で活躍したプランナーやエンジニアによる、さまざまなノウハウの集積が同社の強みだ。 [求人の特徴] 急募求人/転勤なし/服装自由/採用枠5名以上 [職種] エンジニア・技術職(システム/ネットワーク) > システム開発(Web/オープン系) クリエイティブ職(ゲーム/マルチメディア) > ゲームプログラマー  給与 年収400万円~700万円  雇用形態 正社員・契約社員  【必須要件】  C#、Java、PHP、Ruby、Pythonいずれかの言語を用いた Webアプリケーションの開発経験  【歓迎要件】  Linux、Unix、HTTP、XML、およびSQL/RDBMSに関する知識・経験  ソーシャルゲーム/スマートフォンアプリ/オンラインゲームの開発経験  モバイル/ゲームサイトのWebアプリケーション構築・運用経験  コンシューマーゲームの開発、オンラインゲームの構築・運用経験  高速化に関する知識  大規模トラフィックに耐えうるシステムの構築経験  アジャイル/スクラム開発経験  KVSを用いたシステムの構築経験  【求める人物像】  失敗を恐れず先に進める方  できない理由ではなく、どうしたらできるかを考え、それを行動に繋げている方  物事に対して前向きに、本気で取り組める方  本気で仕事をし、本気でバカになるメリハリを大切にしている方  現状に甘んじず、常に最善策を考えている方                 "
Frontend Developer - JS/Angular,Tailster,N/A,N/A,Frontend Developer,N/A,Mid-Level,"London, UK",Full-time,"['angularjs', 'javascript', 'css', 'angular', 'reactjs']",0,0,0,https://stackoverflow.com/jobs/350327/frontend-developer-js-angular-tailster,"  We are looking for a mid level Front End Engineer who cares deeply about creating great software within an agile team of developers. You will be responsible for working with the team to design, create and improve our website and apps. We’d like you to:  Create efficient, reusable and flexible UI components using Javascript, HTML, CSS, AngularJS, Angular, React, JQuery Write code clean and experiment front end technologies such as Angular JS Be a major stakeholder in the development of Tailsters greenfield customer facing app, as well as the continued development of other products Capitalise on your previous years of experience as a Front End Developer and move into the forefront of an exciting startup Continue building a comprehensive reusable suite of Javascript components across our web and apps using AngularJS Desire to continue to write clean and testable code Enjoy working within an Agile environment, and feel comfortable estimating the complexity of your work Love working with other sociable people in an open and collaborative way Celebrate personal successes Acknowledge our failures as a team Be an animal lover - we’ve got dogs in the office (after all, it’s what we do!) and you can bring your own dog into work. Have a sense of humour, be sociable and be a nice person. You’ll also have a penchant for rubbish dog puns, and a predilection for Chicken Katsu (#notcompulsory :))  What we are looking for:  A good understanding of the JavaScript fundamentals Good understanding of Responsive design, HTML(5), CSS(3), JavaScript and JQuery Extensive experience with either AngularJS or Angular CSS RESTful GIT Big bonus if you have experience in writing mobile apps either with Native/JS.   "
システムエンジニア【PL PM候補】(名古屋支社採用) / システムインテグレータ・ソフトハウス,株式会社 システムサポート,N/A,N/A,Mobile Developer,N/A,N/A,"Nagoya, Japan",Full-time,"['php', 'vb.net', 'objective-c']",0,0,0,https://stackoverflow.com/jobs/317707/%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%8B%E3%82%A2-pl-pm%E5%80%99%E8%A3%9C-%E5%90%8D%E5%8F%A4%E5%B1%8B%E6%94%AF%E7%A4%BE%E6%8E%A1%E7%94%A8-%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%A4%E3%83%B3%E3%83%86%E3%82%B0%E3%83%AC%E3%83%BC%E3%82%BF-%E3%82%BD%E3%83%95%E3%83%88%E3%83%8F%E3%82%A6%E3%82%B9-%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE-%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88,"   【東証一部上場】システムエンジニア【PL PM候補】　風通し良く、年齢に関わらず裁量が与えられる職場環境 [想定年収(給与詳細)] 450~700万円 25歳SE/年収420万 35歳SE(リーダー)/年収540万  ※上位職は年俸制になります。 [仕事内容] 名古屋⽀社または愛知県内のクライアント先にて、システムの開発をお任せします。   担当フェーズは、上流工程から運用保守までさまざまです。 あなたの希望やスキルに合わせて最適なプロジェクトへアサインいたします。   プロジェクトのほとんどがエンドユーザーと直接やり取りするため、 全体像を把握しながら案件を進めることができます。  <プロジェクト例>  業務システムの開発・構築  分野:物流・金融・造船・製造業・電力 など  OracleDatebaseの設計、構築、運用、保守 音声認識技術を活用したオリジナル製品「voicetant」の開発  --音声による操作・入力を可能にするソフトウェアです。  ITSMパッケージ「ServiceNow」の導入や保守  --「ServiceNow」とは、ITサービスマネジメントを行うためのクラウドです。  情報システムに関わる業務支援  ・地図データベース制作会社 ・美容器具メーカー ・予備校　など  RPAを用いた業務改善の提案と構築 など  <開発環境> 言語:Java、VB.net、C++、PHP、Objective-C、PL/SQL　等 O S :Windows、Linux、Solaris　等  <将来的には> お客様との折衝から要件定義、設計を中心となって進め、 品質・コスト・納期・要員管理を担うPL・PMとしての活躍に期待します! [利用技術など] C, Objective-C,SQL,PHP,Java [応募資格] 【必須】オープン系言語での開発/運用/保守　いずれかの経験をお持ちの方 リーダー、マネジメント経験をお持ちの方(規模は不問です)  <このような方は向いています> ・チームワークを大切にしたい方 ・PL・PMなどへキャリアアップしたい方 ・要件定義~開発・運用まで、など実務の幅を広げていきたいと考えている方。 ・多彩な案件に携わりたいと思っている方。 [募集背景] ・東証一部上場(2019/8/5付でマザーズからの指定替) ・今後も事業拡大を目指し、募集を継続 [この仕事で得られるもの]  多様な開発案件に携わることで、深く幅広い専門性を身に着けることができます。  また、社内には様々な専門家がおります。専門外の領域の知見も養うことができます。 教育制度も充実しており、エンジニアには年4回、レベル別のプロジェクトマネージャー研修が用意されています。   年齢にかかわらず裁量を持てる環境です。  39歳で部長に昇進した例、29歳で課長に昇進し億を超える案件を推進している例があります。   独立系の立場で、上場会社の基幹・情報系システム開発等を手掛けています。  顧客への誠実さを大切にし、95%のリピート率を誇ります。コンサルティングから保守まで、一気通貫でビジネスを展開しています。   家庭を尊重しつつ、長く働ける環境です  年間休日は124日、残業20時間前後と働きやすい環境です。 また、退職金制度、入社半年以内でも使用できるウェルカム休暇や年3回いつても使えるリフレッシュ休暇など、 ”実用的な”制度に改善を重ねています。 仕事もプライベートも充実させてください。 [待遇・福利厚生] 各種社会保険完備、従業員持株会制度、退職金制度、インセンティブ制度、資格取得奨励制度、会員制福利厚生サービス、永年勤続表彰制度、家賃補助(当社規定による)、産前産後休暇、育児休業、介護休業、育児・介護短時間勤務制度、看護休暇 [休日/休暇] 完全週休2日制(土・日)、祝日、リフレッシュ休暇、ウェルカム休暇、年末年始、有給休暇、慶弔休暇、特別休暇  年間休日・休暇124日(2018年度実績) 有給休暇の取得日数10.1日(39期実績)  [選考プロセス] 書類選考-面接2~3回-内定-入社 ※ご応募から内定まで、2週間から1か月を想定しています。 [事業内容]  システムコンサルティング/ディレクションサービス 業務支援サービス IDCサービス メディカルソリューションサービス ERPコンサルティングサービス システムインテグレーションサービス  ・ビジネスシステムインテグレーション ・Webアプリケーション構築サービス ・インフラ・データベース構築ソリューション ・エンベデッドシステムソリューションサービス ・プロダクトソリューションサービス  アウトソーシングサービス 電子商取引ソリューションサービス  [配属部署] 株式会社システムサポート　名古屋支社 [企業・求人概要] 名古屋支社 概要 ------------------------- 開　設:1984年 社員数:129名(2019年6月時点) 売上高:11億2000万円(2018年6月期) 所在地:名古屋市中村区名駅1-1-1　JPタワー名古屋14F  男女比:74%:26% 新卒中途比率:39%:61% 平均年齢:36% 平均残業時間:16時間/月(39期)  [求人の特徴] 転勤なし/学歴不問/採用枠5名以上 [職種] エンジニア・技術職(システム/ネットワーク) > システム開発(Web/オープン系)  給与 年収450万円~700万円  雇用形態 正社員  【必須】オープン系言語での開発/運用/保守　いずれかの経験をお持ちの方 リーダー、マネジメント経験をお持ちの方(規模は不問です)  <このような方は向いています> ・チームワークを大切にしたい方 ・PL・PMなどへキャリアアップしたい方 ・要件定義~開発・運用まで、など実務の幅を広げていきたいと考えている方。 ・多彩な案件に携わりたいと思っている方。                 "
PHP Web developer,Ant Farm,N/A,N/A,N/A,N/A,N/A,"Mumbai, India",Full-time,"['php', 'mysql', 'javascript']",0,0,0,https://stackoverflow.com/jobs/323755/php-web-developer-ant-farm,"  Work Experience: 2 to 5 years Educational: BE/BT Languages: Core PHP, HTML, JavaScript, Jquery Database: MySQL CTC: 3 – 8 LPA Positions Open: 5 Location: Mumbai  Responsibilities: » Development of scalable web based application using code php, MySQL. » Capable of handling large number of concurrent requests on all the application developed. » Proficient in writing client side JS with cross-browser compatibility. » Worked on frameworks, Should have sound knowledge on client and server side Validation. » Knowledge about Caching techniques and htaccess rules. » Strong knowledge of OOPs Programming with PHP5.x standards. » Hands-on experience with HTML, CSS, Javascript, AJAX, JSON etc » Good knowledge of RDBMS(MySQL or PostgreSQL) » Experience on Version control tools using SVN/GIT. » Experience in common third-party APIs (google, facebook, ebay etc) & developing web services » Knowledge of javascript library like jQuery, PrototypeJS. » Strong debugging, troubleshooting and analytical skill. » Knowledge of Website Optimization, scalability and MongoDB will be an added advantage. » Experience of light weight mobile(WAP) sites will be an added advantage. » Good understanding of internet architecture and MVC architecture.                 "
ゲームプログラマ,株式会社f4samurai,N/A,N/A,Mobile Developer,N/A,N/A,"Chiyoda City, Japan",Full-time,"['objective-c', 'c++', 'c#']",0,0,0,https://stackoverflow.com/jobs/317303/%E3%82%B2%E3%83%BC%E3%83%A0%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9E-%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEf4samurai,"   掲載期間 2020/05/12 求人番号 61181 正社員 株式会社f4samurai 【 ゲームプログラマ 】 推奨コメント Cocos2d-x,C++ 【クライアントエンジニア】 職種 ゲームプログラマ ゲームプログラマ 職務内容 ゼロから開発運営しているスマートフォン向けゲームのゲーム画面の開発に携わっていただきます。  ＜開発・運営タイトル例＞ ・マギアレコード 魔法少女まどか マギカ外伝 ・オルタンシア・サーガ -蒼の騎士団- ・アンジュ・ヴィエルジュ ガールズバトル  こんな会社 スマートフォン向けゲームを100％自社内で企画・開発・運営しています。 自社でシナリオ、企画から開発まで手がけており、オリジナルRPGの開発や海外進出も行っております。 月商数億円のオリジナルタイトルを自社でシナリオ、企画から開発運営までしております！ 必要スキル 【必須要素】 ・C/C++プログラミングに関する開発経験 ・Cocos2d-xでのゲーム開発経験 ・チームでの開発に抵抗がない方  【歓迎要素】 ・デザインパターンを使用した設計経験 ・メモリ管理ツールの実装経験 ・Xcode、AndroidStudio、Cocos2d-xを使用した開発経験 ・gitやSVNツールの利用経験 ・Jenkins等のCIツールの環境の利用経験 ・C#、Java、Objective-C、Python、PHP、Lua、Network、SQL等 ・ゲーム開発経験者優遇 使用OS JAVA C++ C# メンバー構成  Cocos2d-xチームは社内のプロジェクトを横断で担当しております。 ①オルタンシア・サーガ-蒼の騎士団- ②マギアレコード 魔法少女まどか マギカ外伝 上記などに携わっていただく予定です。 給与条件 年収 3,500,000円 6,500,000円 350万円～ ＊前職の実績を考慮 ※給与金額はご相談ください 勤務地 / 最寄駅 JR山手線 秋葉原 徒歩3分 勤務条件 勤務時間 10:30～19:30  勤務条件（補足・その他） ※休憩時間：1h ※裁量労働制 ※残業は45時間以内 残業：1～2時間ほど、休日出社：ほぼなし  選考について 書類 1次面接 2次面接 内定 ※書類選考は～2日、面接は～1日とスピード選考！ 面接官には必ず役員全員（3名）が出席されます。  休日／休暇 土曜日、日曜日／祝日、夏期休暇、年末年始休暇、慶弔休暇  福利厚生 通勤手当（上限50,000円／月）、定額残業手当、厚生年金、 健康保険（関東ITソフトウェア健康保険組合）、雇用保険、労災保険 勤務時間 10:30 19:30 開始予定時期 即日 雇用形態  正社員  就業期間 - こだわり条件 C++ Java 交通費支給 メンバー多 担当事業所 東京                 "
QAエンジニア,合同会社DMM.com,N/A,N/A,N/A,N/A,N/A,"Minato City, Japan",Full-time,"['amazon-web-services', 'windows', 'hadoop']",0,0,0,https://stackoverflow.com/jobs/316543/qa%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%8B%E3%82%A2-%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEdmmcom,"   テックカンパニーを目指すDMMで QAチーム立ち上げメンバーを大募集！ 業務内容 ＜QAチームの基盤形成＞ ・QA横断組織の立ち上げ ・テスト要求分析、仕様書レビュー ・テスト計画、テスト設計、テスト実装 ・テスト実行管理  ＜データ分析＞ ・不具合管理、不具合分析 ・メトリクスによる定量化、品質可視化  ＜テクノロジー＞ ・最新技術の研究調査、技術検証、導入 ・E2Eテスト自動化 (環境構築・スクリプト作成) ・AIを活用した自動テストへの取り組み  業務環境（一例）  【開発環境/ツール】 ・Mac(JIS配列 or US配列) 、Windows お好きなマシンを選択可能 ・デュアルディスプレイ支給 ・マシンスペックはCPU（Core i5）,メモリ（16GB）を標準とするが、 必要な開発環境に応じて上位スペックを選択可能  【インフラ関連使用技術一例】 ・利用クラウド  AWS GCP  ・利用言語  PHP Java Rubyなど  ・ビッグデータ関連  Hadoop/Hive/Spark/Hue/Sqoop(CDH) Presto Redash/Apache Zeppelin  【ツール】  Bitbucket（GitHub Enterpriseも利用中） Atlassian（Confluence, Jira） Slack Google Analytics  チーム構成 新たに少数精鋭の全社横断QA組織の構築を行います。 募集要項 応募資格 【必須スキル】 ・モバイルアプリまたはWebアプリのQA経験 ・自動テストの開発及び運用経験 ・品質改善に対する高いモチベーション ・最新技術に興味があり学習し続けることができる方  【歓迎スキル】 ・モバイルアプリまたはWebアプリの開発経験 ・microservicesアーキテクチャでのQA経験 ・CI ツールの運用経験 ・テストマネジメント経験 ・テストベンダー、オフショアの管理経験 ・JSTQBやIVEC等の資格を持っている方  【求める人物像】 ・越境できる方 ・ゼロから何かを生み出すことに挑戦したい方 ・アジャイルやDevOpsの開発現場でスピード感を楽める方 給与 600万～（年俸制） ※ご経験、スキルにより相談をさせていただく可能性がございます 勤務地 〒106-6224 東京都港区六本木3-2-1 住友不動産六本木グランドタワー 勤務時間 フレックスタイム制（コアタイム等、詳細は部署による） ただし、一部の部署については適用外となります 福利厚生 ・社会保険完備（労災、雇用、年金、健康） ・退職金制度有 ・介護休業制度※実績あり ・産休育休制度※実績あり。育休は男性も取得実績があります。 ・交通費支給（月上限5万円まで） ・慶弔休暇見舞金※正社員の方を対象とさせて頂いております。 ・年俸査定年1回  【エンジニアの方向けサポート制度】 詳細は面接にて弊社社員へお尋ね下さい。 ・PC端末選択制（windows/mac）※一部指定部署あり ・サポートTech12制度 ※デザイナー・エンジニア社員対象。対象部署の指定あり ・AWS/GCP実弾演習場制度 ※デザイナー・エンジニア社員対象。対象部署の指定あり ・技術書の貸出 ・社員交流会 ・社内内線携帯貸与 ※業務上必要者に申請に応じ申請フローあり ・勉強会やカンファレンスの参加費用負担 ※業務上必要に応じての場合 ・福利厚生費支給 ・資格受験費用負担 ※合格の場合。対象資格制限あり 休日・休暇 完全週休2日制（土・日） 祝日、夏季、年末年始、有給 慶弔休暇（結婚、出産などで最大7日支給）  【職業安定法改正に伴う労働条件詳細】 (1)雇用形態：正社員もしくは契約社員 (2)労働契約の期間：正社員採用の場合 無期/契約社員の場合1ヶ月～6ヶ月等 (3)裁量労働制の有無：無 (4)賃金形態：年俸制（年俸を12分割し月次支給） (5)賃金：3,000,000～ (6)固定残業費の有無：有（月45時間分）※固定残業費を超えた時間外労働分は全額支給 (7)固定残業費の金額：65,000～ (8)社保の有無：有 (9)試用期間の有無：正社員採用の場合 有（3ヶ月～6ヶ月等） (10)正社員採用の場合の試用期間中と試用期間後の労働条件の相違点：無 (11)募集者の氏名：合同会社DMM.com (12)管理監督者：無 事業について  募集背景 「DMMのテックカンパニー化」というミッションを達成するために、 一般的なテストプロセスを追求するのではなく、 テクノロジーを最大限に活用し、開発と共創して品質を作り上げていく 「QAテックチーム」の構築を考えています。  近年におけるITイノベーションやデジタルトランスフォーメーションの変化によって、 QAがカバーするスコープが飛躍的に拡大しつつあります。 具体的には、IoTやAI、5Gなどの技術により、ソフトウェア品質だけではなく ハードウェアとの連携を保証したり、 パーソナライズされたユーザ体験を保証していくことが求められます。 更にモダンな開発手法の導入により、リリースサイクルの高速化、 リードタイムの削減と効率化が求められます。 これらの課題をテクノロジーを駆使して解決すべく、テクノロジーをQAに導入することを推進していきます。  現在、DMM.comのサービス会員は約3,200万、月間PV数は25億PVを誇りますが QA部署およびQA専任が存在しないため、 品質についてはプロダクト毎の開発チームが自らで責任をもって守ってきた文化があります。 今後テックカンパニーへの変革を進めていこうと舵を切っている中、 より早く、より高い品質のプロダクトを作っていくために QAの専任チームを立ち上げは必然的な流れであり、 今後は今までの品質を担保しつつ、魅力的な価値を提供すること、 課題に対して攻める姿勢で挑むことをミッションに掲げています。 このポジションの募集については、今までのQAという枠にとらわれず、 新たなQAのポジションとして価値を作り上げていくことを約束します。  国内人口の約1/4にあたる会員数を抱えるDMMにて、 一緒に新たな価値を生み出してみませんか？  ポジションの魅力 ・素早く挑戦し失敗が許容される環境で、 テクノロジーを活用したチームの立ち上げに参画することができます  ・DMMはエンタメ、ゲーム、ECなど多岐にわたるサービスを展開しており、 QA横断組織としてあらゆるドメインに携わることができます  ・勉強会、トレーニングへの参加が奨励されており、現在導入している技術のスキルアップや、 今後を導入検討している技術のトレーニングなど、会社負担で参加する事が可能です 応募方法 「エントリーする」ボタンよりエントリー下さい。在職中の方も歓迎します。ご応募から内定まで約3週間前後とお考え下さい。                 "
